Time,X,Y,Z,Slope X,Slope Y,Slope Z,Max X,Max Y,Max Z,Min X,Min Y,Min Z,Diff X,Diff Y,Diff Z,TruthValue
1.43E+12,-0.94810385,-6.933608,0.21068975,0.004396301,0.005608253,-0.005465672,0.82360536,-6.933608,2.4133554,-0.94810385,-9.193734,0.11492168,1.77170921,2.260126,2.29843372,0
1.43E+12,-0.7182605,-8.772355,0.11492168,0.004414674,0.002382522,-0.003386919,1.091756,-8.772355,2.4133554,-0.7182605,-9.749189,0.11492168,1.8100165,0.976834,2.29843372,0
1.43E+12,0.82360536,-9.193734,2.4133554,0.001005679,0.000182852,0.001851364,1.091756,-9.193734,2.4133554,0.40222588,-9.749189,1.5035586,0.68953012,0.555455,0.9097968,0
1.43E+12,1.091756,-9.749189,1.5035586,0.000747458,0.000350371,0.000583951,1.091756,-9.270349,1.6376339,0.40222588,-9.892841,1.2641385,0.68953012,0.622492,0.3734954,0
1.43E+12,0.40222588,-9.270349,1.6376339,0.002154782,0.003902548,-0.001604115,0.78529817,-9.270349,2.27928,-0.45968673,-10.831368,1.2641385,1.2449849,1.561019,1.0151415,0
1.43E+12,0.78529817,-9.892841,1.2641385,0.003232172,-0.001939303,-0.00296881,0.78529817,-9.11712,2.4516625,-0.50757074,-10.831368,1.2641385,1.29286891,1.714248,1.187524,0
1.43E+12,-0.45968673,-10.831368,2.27928,0.00605733,0.005793968,0.006799533,1.9632454,-9.11712,2.4516625,-0.50757074,-13.148955,-0.4405331,2.47081614,4.031835,2.8921956,0
1.43E+12,-0.50757074,-9.11712,2.4516625,0.012569559,-0.000909796,0.000143652,4.5202527,-8.7532015,2.4516625,-0.50757074,-13.148955,-0.4405331,5.02782344,4.3957535,2.8921956,0
1.43E+12,1.9632454,-13.148955,-0.4405331,0.004301246,-0.023668732,-0.022694418,4.5202527,-3.6104562,8.7053175,0.22984336,-13.148955,-0.4405331,4.29040934,9.5384988,9.1458506,0
1.43E+12,4.5202527,-8.7532015,2.3942018,0.011726215,-0.024789839,-0.010293276,4.5202527,1.1875241,8.7053175,-0.18195933,-8.7532015,2.3942018,4.70221203,9.9407256,6.3111157,0
1.43E+12,0.22984336,-3.6104562,8.7053175,0.013967182,-0.012688666,-0.007984691,5.7748146,1.4269443,11.87524,-0.18195933,-3.6104562,6.5218053,5.95677393,5.0374005,5.3534347,0
1.43E+12,-0.18195933,1.1875241,6.5218053,0.001344113,-0.00523244,-0.007512633,5.7748146,3.2752678,11.87524,-0.18195933,1.1875241,6.5218053,5.95677393,2.0877437,5.3534347,0
1.43E+12,5.7748146,1.4269443,11.87524,0.013037732,-0.004669879,0.005594371,5.7748146,3.3135753,11.87524,0.35434186,1.4269443,9.519346,5.42047274,1.886631,2.355894,0
1.43E+12,0.35434186,3.2752678,9.519346,0.002442086,-0.001508348,0.003280058,0.50757074,3.8786068,9.615114,-0.62249243,3.2752678,8.207323,1.13006317,0.603339,1.407791,0
1.43E+12,0.50757074,3.3135753,9.615114,0.004067187,-0.003688844,0.003097681,0.50757074,4.807557,9.615114,-1.13964,3.3135753,8.207323,1.64721074,1.4939817,1.407791,0
1.43E+12,-0.62249243,3.8786068,8.207323,4.35E-13,-2.71E-12,-5.74E-12,-0.62249243,4.807557,8.360553,-1.13964,3.8786068,8.207323,0.51714757,0.9289502,0.15323,0
